    [adaptive_l2/L9] step  42000/122070 | loss=564.3 | L0=80 | FVE=0.7491 | dead=0.328 | a=0.1510 | 172.0M tok | ETA 6.2h
    [adaptive_l2/L9] step  42500/122070 | loss=571.0 | L0=80 | FVE=0.7487 | dead=0.327 | a=0.1532 | 174.1M tok | ETA 6.2h
    [adaptive_l2/L9] step  43000/122070 | loss=574.0 | L0=80 | FVE=0.7468 | dead=0.328 | a=0.1560 | 176.1M tok | ETA 6.1h
    [adaptive_l2/L9] step  43500/122070 | loss=559.9 | L0=80 | FVE=0.7502 | dead=0.328 | a=0.1583 | 178.2M tok | ETA 6.1h
    [adaptive_l2/L9] step  44000/122070 | loss=557.8 | L0=80 | FVE=0.7534 | dead=0.327 | a=0.1606 | 180.2M tok | ETA 6.1h
    [adaptive_l2/L9] step  44500/122070 | loss=562.9 | L0=80 | FVE=0.7498 | dead=0.327 | a=0.1633 | 182.3M tok | ETA 6.0h
    [adaptive_l2/L9] step  45000/122070 | loss=571.2 | L0=80 | FVE=0.7497 | dead=0.326 | a=0.1658 | 184.3M tok | ETA 6.0h
    [adaptive_l2/L9] step  45500/122070 | loss=561.3 | L0=80 | FVE=0.7504 | dead=0.326 | a=0.1682 | 186.4M tok | ETA 5.9h
    [adaptive_l2/L9] step  46000/122070 | loss=570.4 | L0=80 | FVE=0.7469 | dead=0.324 | a=0.1703 | 188.4M tok | ETA 5.9h
    [adaptive_l2/L9] step  46500/122070 | loss=568.7 | L0=80 | FVE=0.7473 | dead=0.324 | a=0.1723 | 190.5M tok | ETA 5.9h
    [adaptive_l2/L9] step  47000/122070 | loss=570.3 | L0=80 | FVE=0.7475 | dead=0.325 | a=0.1747 | 192.5M tok | ETA 5.8h
    [adaptive_l2/L9] step  47500/122070 | loss=569.4 | L0=80 | FVE=0.7492 | dead=0.327 | a=0.1771 | 194.6M tok | ETA 5.8h
    [adaptive_l2/L9] step  48000/122070 | loss=565.2 | L0=80 | FVE=0.7478 | dead=0.324 | a=0.1791 | 196.6M tok | ETA 5.7h
    [adaptive_l2/L9] step  48500/122070 | loss=561.1 | L0=80 | FVE=0.7501 | dead=0.325 | a=0.1814 | 198.7M tok | ETA 5.7h
    [adaptive_l2/L9] Checkpoint saved at 40% (48828 steps)
    [adaptive_l2/L9] step  49000/122070 | loss=563.3 | L0=80 | FVE=0.7496 | dead=0.325 | a=0.1839 | 200.7M tok | ETA 5.7h
    [adaptive_l2/L9] step  49500/122070 | loss=564.1 | L0=80 | FVE=0.7503 | dead=0.323 | a=0.1863 | 202.8M tok | ETA 5.6h
    [adaptive_l2/L9] step  50000/122070 | loss=559.5 | L0=80 | FVE=0.7524 | dead=0.324 | a=0.1883 | 204.8M tok | ETA 5.6h
    [adaptive_l2/L9] step  50500/122070 | loss=567.7 | L0=80 | FVE=0.7507 | dead=0.322 | a=0.1907 | 206.8M tok | ETA 5.5h
    [adaptive_l2/L9] step  51000/122070 | loss=577.9 | L0=80 | FVE=0.7449 | dead=0.322 | a=0.1926 | 208.9M tok | ETA 5.5h
    [adaptive_l2/L9] step  51500/122070 | loss=553.2 | L0=80 | FVE=0.7513 | dead=0.325 | a=0.1943 | 210.9M tok | ETA 5.5h
    [adaptive_l2/L9] step  52000/122070 | loss=573.4 | L0=80 | FVE=0.7459 | dead=0.321 | a=0.1963 | 213.0M tok | ETA 5.4h
    [adaptive_l2/L9] step  52500/122070 | loss=574.3 | L0=80 | FVE=0.7446 | dead=0.323 | a=0.1985 | 215.0M tok | ETA 5.4h
    [adaptive_l2/L9] step  53000/122070 | loss=560.7 | L0=80 | FVE=0.7511 | dead=0.323 | a=0.2005 | 217.1M tok | ETA 5.4h
    [adaptive_l2/L9] step  53500/122070 | loss=566.2 | L0=80 | FVE=0.7490 | dead=0.322 | a=0.2028 | 219.1M tok | ETA 5.3h
    [adaptive_l2/L9] step  54000/122070 | loss=567.9 | L0=80 | FVE=0.7492 | dead=0.320 | a=0.2051 | 221.2M tok | ETA 5.3h
    [adaptive_l2/L9] step  54500/122070 | loss=569.1 | L0=80 | FVE=0.7482 | dead=0.321 | a=0.2070 | 223.2M tok | ETA 5.2h
    [adaptive_l2/L9] step  55000/122070 | loss=561.3 | L0=80 | FVE=0.7509 | dead=0.321 | a=0.2094 | 225.3M tok | ETA 5.2h
    [adaptive_l2/L9] step  55500/122070 | loss=568.7 | L0=80 | FVE=0.7512 | dead=0.322 | a=0.2113 | 227.3M tok | ETA 5.2h
    [adaptive_l2/L9] step  56000/122070 | loss=564.1 | L0=80 | FVE=0.7466 | dead=0.320 | a=0.2131 | 229.4M tok | ETA 5.1h
    [adaptive_l2/L9] step  56500/122070 | loss=578.1 | L0=80 | FVE=0.7462 | dead=0.319 | a=0.2147 | 231.4M tok | ETA 5.1h
    [adaptive_l2/L9] step  57000/122070 | loss=569.3 | L0=80 | FVE=0.7476 | dead=0.320 | a=0.2166 | 233.5M tok | ETA 5.1h
    [adaptive_l2/L9] step  57500/122070 | loss=569.4 | L0=80 | FVE=0.7483 | dead=0.320 | a=0.2186 | 235.5M tok | ETA 5.0h
    [adaptive_l2/L9] step  58000/122070 | loss=566.5 | L0=80 | FVE=0.7519 | dead=0.319 | a=0.2207 | 237.6M tok | ETA 5.0h
    [adaptive_l2/L9] step  58500/122070 | loss=569.5 | L0=80 | FVE=0.7474 | dead=0.319 | a=0.2224 | 239.6M tok | ETA 4.9h
    [adaptive_l2/L9] step  59000/122070 | loss=576.1 | L0=80 | FVE=0.7471 | dead=0.319 | a=0.2244 | 241.7M tok | ETA 4.9h
    [adaptive_l2/L9] step  59500/122070 | loss=569.9 | L0=80 | FVE=0.7511 | dead=0.319 | a=0.2264 | 243.7M tok | ETA 4.9h
    [adaptive_l2/L9] step  60000/122070 | loss=554.4 | L0=80 | FVE=0.7516 | dead=0.318 | a=0.2279 | 245.8M tok | ETA 4.8h
    [adaptive_l2/L9] step  60500/122070 | loss=554.3 | L0=80 | FVE=0.7534 | dead=0.318 | a=0.2298 | 247.8M tok | ETA 4.8h
    [adaptive_l2/L9] step  61000/122070 | loss=564.1 | L0=80 | FVE=0.7513 | dead=0.319 | a=0.2318 | 249.9M tok | ETA 4.7h
